player,newLoc_x,newLoc_y,newBar_start_x,newBar_start_y,newBar_stop_x,newBar_stop_y,status
Enemy,5,2,-1,-1,-1,-1,2000
Me,5,8,-1,-1,-1,-1,0
Enemy,5,3,-1,-1,-1,-1,2000
Me,5,7,-1,-1,-1,-1,0
Enemy,5,4,-1,-1,-1,-1,2000
Me,5,6,-1,-1,-1,-1,0
Enemy,5,5,-1,-1,-1,-1,2000
Me,5,4,-1,-1,-1,-1,0
Enemy,-1,-1,3,1,5,1,2000
Me,5,3,-1,-1,-1,-1,0
Enemy,-1,-1,5,1,5,3,2000
Me,5,2,-1,-1,-1,-1,0
Enemy,-1,-1,3,1,3,3,2000
Me,5,3,-1,-1,-1,-1,0
Enemy,5,6,-1,-1,-1,-1,2000
Me,5,4,-1,-1,-1,-1,0
Enemy,5,7,-1,-1,-1,-1,2000
Me,-1,-1,3,7,5,7,0
Enemy,6,7,-1,-1,-1,-1,2000
Me,-1,-1,5,7,7,7,0
Enemy,7,7,-1,-1,-1,-1,2000
Me,-1,-1,7,7,9,7,0
Enemy,-1,-1,5,1,7,1,2000
Me,4,4,-1,-1,-1,-1,0
Enemy,-1,-1,3,3,3,5,2000
Me,-1,-1,3,5,3,7,0
Enemy,-1,-1,5,3,5,5,2000
Me,5,4,-1,-1,-1,-1,0
Enemy,-1,-1,4,4,6,4,2000
Me,4,4,-1,-1,-1,-1,0
Enemy,-1,-1,6,4,6,6,2000
Me,4,5,-1,-1,-1,-1,0
Enemy,7,6,-1,-1,-1,-1,2000
Me,5,5,-1,-1,-1,-1,0
Enemy,-1,-1,4,5,6,5,2000
Me,4,5,-1,-1,-1,-1,0
Enemy,-1,-1,6,6,8,6,2000
Me,4,6,-1,-1,-1,-1,0
Enemy,7,5,-1,-1,-1,-1,2000
Me,5,6,-1,-1,-1,-1,0
Enemy,7,4,-1,-1,-1,-1,2000
Me,6,6,-1,-1,-1,-1,0
Enemy,7,3,-1,-1,-1,-1,2000
Me,6,7,-1,-1,-1,-1,0
Enemy,7,2,-1,-1,-1,-1,2000
Me,7,7,-1,-1,-1,-1,0
Enemy,8,2,-1,-1,-1,-1,2000
Me,8,7,-1,-1,-1,-1,0
Enemy,8,1,-1,-1,-1,-1,2000
Me,9,7,-1,-1,-1,-1,0
Enemy,7,1,-1,-1,-1,-1,2000
Me,9,6,-1,-1,-1,-1,0
Enemy,6,1,-1,-1,-1,-1,2000
Me,9,5,-1,-1,-1,-1,0
Enemy,5,1,-1,-1,-1,-1,2000
Me,9,4,-1,-1,-1,-1,0
Enemy,4,1,-1,-1,-1,-1,2000
Me,9,3,-1,-1,-1,-1,0
Enemy,3,1,-1,-1,-1,-1,2000
Me,9,2,-1,-1,-1,-1,0
Enemy,3,2,-1,-1,-1,-1,2000
Me,9,1,-1,-1,-1,-1,1
