player,newLoc_x,newLoc_y,newBar_start_x,newBar_start_y,newBar_stop_x,newBar_stop_y,status
Enemy,-1,-1,-1,-1,-1,-1,2000
Me,5,2,-1,-1,-1,-1,0
Enemy,5,8,-1,-1,-1,-1,2000
Me,5,3,-1,-1,-1,-1,0
Enemy,5,7,-1,-1,-1,-1,2000
Me,5,4,-1,-1,-1,-1,0
Enemy,5,6,-1,-1,-1,-1,2000
Me,5,5,-1,-1,-1,-1,0
Enemy,-1,-1,3,6,5,6,2000
Me,5,5,-1,-1,-1,-1,7
Enemy,-1,-1,5,4,5,6,2000
Me,5,5,-1,-1,-1,-1,7
Enemy,5,4,-1,-1,-1,-1,2000
Me,-1,-1,3,2,5,2,0
Enemy,5,3,-1,-1,-1,-1,2000
Me,-1,-1,5,2,5,4,0
Enemy,4,3,-1,-1,-1,-1,2000
Me,-1,-1,3,2,3,4,0
Enemy,-1,-1,4,4,4,6,2000
Me,-1,-1,2,3,4,3,0
Enemy,5,3,-1,-1,-1,-1,2000
Me,5,4,-1,-1,-1,-1,0
Enemy,5,5,-1,-1,-1,-1,2000
Me,4,4,-1,-1,-1,-1,0
Enemy,5,4,-1,-1,-1,-1,2000
Me,4,5,-1,-1,-1,-1,0
Enemy,4,4,-1,-1,-1,-1,2000
Me,4,6,-1,-1,-1,-1,0
Enemy,-1,-1,3,5,3,7,2000
Me,4,5,-1,-1,-1,-1,0
Enemy,4,6,-1,-1,-1,-1,2000
Me,3,5,-1,-1,-1,-1,0
Enemy,-1,-1,1,5,3,5,2000
Me,2,5,-1,-1,-1,-1,0
Enemy,-1,-1,1,4,1,6,2000
Me,2,4,-1,-1,-1,-1,0
Enemy,-1,-1,0,4,2,4,2000
Me,2,3,-1,-1,-1,-1,0
Enemy,4,5,-1,-1,-1,-1,2000
Me,3,3,-1,-1,-1,-1,0
Enemy,3,5,-1,-1,-1,-1,2000
Me,-1,-1,0,1,2,1,0
Enemy,3,4,-1,-1,-1,-1,2000
Me,-1,-1,2,1,4,1,0
Enemy,2,4,-1,-1,-1,-1,2000
Me,-1,-1,4,1,6,1,0
Enemy,2,3,-1,-1,-1,-1,2000
Me,-1,-1,6,1,6,3,0
Enemy,2,2,-1,-1,-1,-1,2000
Me,-1,-1,6,3,6,5,0
Enemy,3,2,-1,-1,-1,-1,2000
Me,3,3,-1,-1,-1,-1,5
