player,newLoc_x,newLoc_y,newBar_start_x,newBar_start_y,newBar_stop_x,newBar_stop_y,status
Enemy,-1,-1,-1,-1,-1,-1,2000
Me,5,2,-1,-1,-1,-1,0
Enemy,5,8,-1,-1,-1,-1,2000
Me,5,3,-1,-1,-1,-1,0
Enemy,5,7,-1,-1,-1,-1,2000
Me,5,4,-1,-1,-1,-1,0
Enemy,5,6,-1,-1,-1,-1,2000
Me,5,5,-1,-1,-1,-1,0
Enemy,5,4,-1,-1,-1,-1,2000
Me,5,6,-1,-1,-1,-1,0
Enemy,-1,-1,3,6,5,6,2000
Me,6,6,-1,-1,-1,-1,0
Enemy,-1,-1,5,6,7,6,2000
Me,-1,-1,3,3,5,3,0
Enemy,6,4,-1,-1,-1,-1,2000
Me,-1,-1,5,3,7,3,0
Enemy,-1,-1,7,7,9,7,2000
Me,-1,-1,6,3,6,5,0
Enemy,5,4,-1,-1,-1,-1,2000
Me,-1,-1,3,3,3,5,0
Enemy,5,5,-1,-1,-1,-1,2000
Me,5,6,-1,-1,-1,-1,0
Enemy,-1,-1,1,6,3,6,2000
Me,6,6,-1,-1,-1,-1,0
Enemy,-1,-1,7,6,7,8,2000
Me,5,6,-1,-1,-1,-1,0
Enemy,-1,-1,3,5,3,7,2000
Me,6,6,-1,-1,-1,-1,0
Enemy,-1,-1,5,1,5,3,2000
Me,7,6,-1,-1,-1,-1,0
Enemy,-1,-1,0,7,2,7,2000
Me,-1,-1,4,5,6,5,0
Enemy,4,5,-1,-1,-1,-1,2000
Me,-1,-1,7,2,9,2,0
Enemy,4,6,-1,-1,-1,-1,2000
Me,8,6,-1,-1,-1,-1,0
Enemy,-1,-1,7,4,9,4,2000
Me,-1,-1,6,5,8,5,0
Enemy,5,6,-1,-1,-1,-1,2000
Me,9,6,-1,-1,-1,-1,0
Enemy,-1,-1,1,8,3,8,2000
Me,9,5,-1,-1,-1,-1,0
Enemy,6,6,-1,-1,-1,-1,2000
Me,8,5,-1,-1,-1,-1,0
Enemy,7,6,-1,-1,-1,-1,2000
Me,7,5,-1,-1,-1,-1,0
Enemy,8,6,-1,-1,-1,-1,2000
Me,7,4,-1,-1,-1,-1,0
Enemy,9,6,-1,-1,-1,-1,2000
Me,8,4,-1,-1,-1,-1,0
Enemy,9,5,-1,-1,-1,-1,2000
Me,8,3,-1,-1,-1,-1,0
Enemy,8,5,-1,-1,-1,-1,2000
Me,7,3,-1,-1,-1,-1,0
Enemy,7,5,-1,-1,-1,-1,2000
Me,6,3,-1,-1,-1,-1,0
Enemy,7,4,-1,-1,-1,-1,2000
Me,6,2,-1,-1,-1,-1,0
Enemy,8,4,-1,-1,-1,-1,2000
Me,6,1,-1,-1,-1,-1,0
Enemy,8,3,-1,-1,-1,-1,2000
Me,5,1,-1,-1,-1,-1,0
Enemy,7,3,-1,-1,-1,-1,2000
Me,5,2,-1,-1,-1,-1,0
Enemy,7,2,-1,-1,-1,-1,2000
Me,-1,-1,6,1,8,1,0
Enemy,6,2,-1,-1,-1,-1,2000
Me,-1,-1,4,1,6,1,0
Enemy,7,2,-1,-1,-1,-1,2000
Me,5,3,-1,-1,-1,-1,0
Enemy,8,2,-1,-1,-1,-1,2000
Me,4,3,-1,-1,-1,-1,0
Enemy,9,2,-1,-1,-1,-1,2000
Me,3,3,-1,-1,-1,-1,2
Enemy,9,1,-1,-1,-1,-1,1
Me,-1,-1,-1,-1,-1,-1,2
