player,newLoc_x,newLoc_y,newBar_start_x,newBar_start_y,newBar_stop_x,newBar_stop_y,status
Enemy,5,2,-1,-1,-1,-1,2000
Me,5,8,-1,-1,-1,-1,0
Enemy,5,3,-1,-1,-1,-1,2000
Me,5,7,-1,-1,-1,-1,0
Enemy,5,4,-1,-1,-1,-1,2000
Me,5,6,-1,-1,-1,-1,0
Enemy,5,5,-1,-1,-1,-1,2000
Me,5,4,-1,-1,-1,-1,0
Enemy,-1,-1,4,3,6,3,2000
Me,4,4,-1,-1,-1,-1,0
Enemy,-1,-1,3,2,5,2,2000
Me,4,3,-1,-1,-1,-1,0
Enemy,-1,-1,1,1,3,1,2000
Me,5,3,-1,-1,-1,-1,0
Enemy,-1,-1,5,2,5,4,2000
Me,4,3,-1,-1,-1,-1,0
Enemy,5,6,-1,-1,-1,-1,2000
Me,3,3,-1,-1,-1,-1,0
Enemy,5,7,-1,-1,-1,-1,2000
Me,-1,-1,3,7,5,7,0
Enemy,6,7,-1,-1,-1,-1,2000
Me,-1,-1,5,7,7,7,0
Enemy,-1,-1,3,1,5,1,2000
Me,3,2,-1,-1,-1,-1,0
Enemy,7,7,-1,-1,-1,-1,2000
Me,2,2,-1,-1,-1,-1,0
Enemy,-1,-1,1,1,1,3,2000
Me,-1,-1,7,7,9,7,0
Enemy,-1,-1,5,1,7,1,2000
Me,2,3,-1,-1,-1,-1,0
Enemy,-1,-1,1,3,3,3,2000
Me,-1,-1,6,5,6,7,0
Enemy,-1,-1,1,2,3,2,2000
Me,3,3,-1,-1,-1,-1,0
Enemy,7,6,-1,-1,-1,-1,2000
Me,4,3,-1,-1,-1,-1,0
Enemy,7,5,-1,-1,-1,-1,2000
Me,4,4,-1,-1,-1,-1,0
Enemy,6,5,-1,-1,-1,-1,2000
Me,3,4,-1,-1,-1,-1,0
Enemy,-1,-1,2,3,2,5,2000
Me,-1,-1,1,7,3,7,0
Enemy,6,6,-1,-1,-1,-1,2000
Me,3,5,-1,-1,-1,-1,0
Enemy,6,7,-1,-1,-1,-1,2000
Me,-1,-1,2,5,2,7,0
Enemy,6,6,-1,-1,-1,-1,2000
Me,4,5,-1,-1,-1,-1,0
Enemy,6,5,-1,-1,-1,-1,2000
Me,5,5,-1,-1,-1,-1,0
Enemy,7,5,-1,-1,-1,-1,2000
Me,6,5,-1,-1,-1,-1,0
Enemy,8,5,-1,-1,-1,-1,2000
Me,6,4,-1,-1,-1,-1,0
Enemy,8,4,-1,-1,-1,-1,2000
Me,7,4,-1,-1,-1,-1,0
Enemy,8,3,-1,-1,-1,-1,2000
Me,7,3,-1,-1,-1,-1,0
Enemy,8,2,-1,-1,-1,-1,2000
Me,7,2,-1,-1,-1,-1,0
Enemy,8,1,-1,-1,-1,-1,2000
Me,8,2,-1,-1,-1,-1,0
Enemy,7,1,-1,-1,-1,-1,2000
Me,8,1,-1,-1,-1,-1,1
