player,newLoc_x,newLoc_y,newBar_start_x,newBar_start_y,newBar_stop_x,newBar_stop_y,status
Enemy,5,2,-1,-1,-1,-1,2000
Me,5,8,-1,-1,-1,-1,0
Enemy,5,3,-1,-1,-1,-1,2000
Me,5,7,-1,-1,-1,-1,0
Enemy,5,4,-1,-1,-1,-1,2000
Me,5,6,-1,-1,-1,-1,0
Enemy,-1,-1,4,1,6,1,2000
Me,-1,-1,3,4,5,4,0
Enemy,6,4,-1,-1,-1,-1,2000
Me,5,5,-1,-1,-1,-1,0
Enemy,-1,-1,5,4,5,6,2000
Me,4,5,-1,-1,-1,-1,0
Enemy,-1,-1,3,4,3,6,2000
Me,4,6,-1,-1,-1,-1,0
Enemy,-1,-1,2,1,4,1,2000
Me,4,7,-1,-1,-1,-1,0
Enemy,-1,-1,0,1,2,1,2000
Me,-1,-1,5,4,7,4,0
Enemy,-1,-1,3,6,3,8,2000
Me,-1,-1,6,2,6,4,0
Enemy,-1,-1,7,4,9,4,2000
Me,4,8,-1,-1,-1,-1,0
Enemy,-1,-1,3,8,5,8,2000
Me,5,8,-1,-1,-1,-1,0
Enemy,-1,-1,5,8,7,8,2000
Me,6,8,-1,-1,-1,-1,0
Enemy,5,4,-1,-1,-1,-1,2000
Me,7,8,-1,-1,-1,-1,0
Enemy,4,4,-1,-1,-1,-1,2000
Me,8,8,-1,-1,-1,-1,0
Enemy,3,4,-1,-1,-1,-1,2000
Me,-1,-1,1,4,3,4,0
Enemy,2,4,-1,-1,-1,-1,2000
Me,8,9,-1,-1,-1,-1,0
Enemy,1,4,-1,-1,-1,-1,2000
Me,7,9,-1,-1,-1,-1,0
Enemy,1,5,-1,-1,-1,-1,2000
Me,6,9,-1,-1,-1,-1,0
Enemy,-1,-1,6,1,8,1,2000
Me,-1,-1,0,6,2,6,0
Enemy,1,6,-1,-1,-1,-1,2000
Me,5,9,-1,-1,-1,-1,0
Enemy,2,6,-1,-1,-1,-1,2000
Me,-1,-1,2,5,2,7,0
Enemy,2,5,-1,-1,-1,-1,2000
Me,4,9,-1,-1,-1,-1,0
Enemy,3,5,-1,-1,-1,-1,2000
Me,3,9,-1,-1,-1,-1,0
Enemy,3,6,-1,-1,-1,-1,2000
Me,3,8,-1,-1,-1,-1,0
Enemy,3,7,-1,-1,-1,-1,2000
Me,3,6,-1,-1,-1,-1,0
Enemy,3,8,-1,-1,-1,-1,2000
Me,3,5,-1,-1,-1,-1,2
Enemy,3,9,-1,-1,-1,-1,1
Me,-1,-1,-1,-1,-1,-1,2
