player,newLoc_x,newLoc_y,newBar_start_x,newBar_start_y,newBar_stop_x,newBar_stop_y,status
Enemy,5,2,-1,-1,-1,-1,2000
Me,5,8,-1,-1,-1,-1,0
Enemy,5,3,-1,-1,-1,-1,2000
Me,5,7,-1,-1,-1,-1,0
Enemy,-1,-1,3,1,5,1,2000
Me,5,6,-1,-1,-1,-1,0
Enemy,-1,-1,4,2,6,2,2000
Me,5,5,-1,-1,-1,-1,0
Enemy,5,4,-1,-1,-1,-1,2000
Me,5,3,-1,-1,-1,-1,0
Enemy,5,5,-1,-1,-1,-1,2000
Me,6,3,-1,-1,-1,-1,0
Enemy,-1,-1,6,1,6,3,2000
Me,-1,-1,3,5,5,5,0
Enemy,6,5,-1,-1,-1,-1,2000
Me,-1,-1,5,5,7,5,0
Enemy,7,5,-1,-1,-1,-1,2000
Me,6,4,-1,-1,-1,-1,0
Enemy,-1,-1,6,1,8,1,2000
Me,-1,-1,7,5,9,5,0
Enemy,6,5,-1,-1,-1,-1,2000
Me,6,3,-1,-1,-1,-1,0
Enemy,-1,-1,4,1,4,3,2000
Me,6,4,-1,-1,-1,-1,0
Enemy,5,5,-1,-1,-1,-1,2000
Me,5,4,-1,-1,-1,-1,0
Enemy,-1,-1,1,1,3,1,2000
Me,-1,-1,4,3,4,5,0
Enemy,6,5,-1,-1,-1,-1,2000
Me,6,4,-1,-1,-1,-1,0
Enemy,7,5,-1,-1,-1,-1,2000
Me,7,4,-1,-1,-1,-1,0
Enemy,8,5,-1,-1,-1,-1,2000
Me,7,3,-1,-1,-1,-1,0
Enemy,9,5,-1,-1,-1,-1,2000
Me,7,2,-1,-1,-1,-1,0
Enemy,-1,-1,7,1,7,3,2000
Me,7,3,-1,-1,-1,-1,0
Enemy,9,4,-1,-1,-1,-1,2000
Me,7,4,-1,-1,-1,-1,0
Enemy,9,3,-1,-1,-1,-1,2000
Me,8,4,-1,-1,-1,-1,0
Enemy,9,2,-1,-1,-1,-1,2000
Me,8,3,-1,-1,-1,-1,0
Enemy,9,1,-1,-1,-1,-1,2000
Me,8,2,-1,-1,-1,-1,0
Enemy,-1,-1,-1,-1,-1,-1,2000
Me,9,2,-1,-1,-1,-1,0
Enemy,8,1,-1,-1,-1,-1,2000
Me,9,1,-1,-1,-1,-1,1
