player,newLoc_x,newLoc_y,newBar_start_x,newBar_start_y,newBar_stop_x,newBar_stop_y,status
Enemy,-1,-1,-1,-1,-1,-1,2000
Me,5,2,-1,-1,-1,-1,0
Enemy,-1,-1,3,2,5,2,2000
Me,6,2,-1,-1,-1,-1,0
Enemy,-1,-1,5,2,7,2,2000
Me,7,2,-1,-1,-1,-1,0
Enemy,-1,-1,7,2,9,2,2000
Me,6,2,-1,-1,-1,-1,0
Enemy,5,8,-1,-1,-1,-1,2000
Me,5,2,-1,-1,-1,-1,0
Enemy,5,7,-1,-1,-1,-1,2000
Me,4,2,-1,-1,-1,-1,0
Enemy,5,6,-1,-1,-1,-1,2000
Me,3,2,-1,-1,-1,-1,0
Enemy,5,5,-1,-1,-1,-1,2000
Me,3,3,-1,-1,-1,-1,0
Enemy,5,4,-1,-1,-1,-1,2000
Me,-1,-1,3,2,3,4,0
Enemy,-1,-1,1,3,3,3,2000
Me,2,3,-1,-1,-1,-1,0
Enemy,-1,-1,1,1,1,3,2000
Me,-1,-1,3,4,3,6,0
Enemy,-1,-1,1,1,3,1,2000
Me,3,3,-1,-1,-1,-1,0
Enemy,5,5,-1,-1,-1,-1,2000
Me,3,2,-1,-1,-1,-1,0
Enemy,5,6,-1,-1,-1,-1,2000
Me,4,2,-1,-1,-1,-1,0
Enemy,5,7,-1,-1,-1,-1,2000
Me,4,1,-1,-1,-1,-1,0
Enemy,4,7,-1,-1,-1,-1,2000
Me,-1,-1,3,6,3,8,0
Enemy,-1,-1,0,8,2,8,2000
Me,3,1,-1,-1,-1,-1,0
Enemy,-1,-1,2,6,2,8,2000
Me,2,1,-1,-1,-1,-1,0
Enemy,-1,-1,2,4,2,6,2000
Me,1,1,-1,-1,-1,-1,0
Enemy,-1,-1,1,3,1,5,2000
Me,1,2,-1,-1,-1,-1,0
Enemy,4,8,-1,-1,-1,-1,2000
Me,1,3,-1,-1,-1,-1,0
Enemy,4,9,-1,-1,-1,-1,2000
Me,1,4,-1,-1,-1,-1,0
Enemy,3,9,-1,-1,-1,-1,2000
Me,1,5,-1,-1,-1,-1,0
Enemy,3,8,-1,-1,-1,-1,2000
Me,1,6,-1,-1,-1,-1,0
Enemy,3,7,-1,-1,-1,-1,2000
Me,2,6,-1,-1,-1,-1,0
Enemy,3,6,-1,-1,-1,-1,2000
Me,2,5,-1,-1,-1,-1,0
Enemy,3,5,-1,-1,-1,-1,2000
Me,2,4,-1,-1,-1,-1,0
Enemy,3,4,-1,-1,-1,-1,2000
Me,2,4,-1,-1,-1,-1,7
Enemy,-1,-1,-1,-1,-1,-1,2000
Me,2,4,-1,-1,-1,-1,1
