player,newLoc_x,newLoc_y,newBar_start_x,newBar_start_y,newBar_stop_x,newBar_stop_y,status
Enemy,-1,-1,-1,-1,-1,-1,2000
Me,5,2,-1,-1,-1,-1,0
Enemy,5,8,-1,-1,-1,-1,2000
Me,5,3,-1,-1,-1,-1,0
Enemy,5,7,-1,-1,-1,-1,2000
Me,5,4,-1,-1,-1,-1,0
Enemy,-1,-1,4,7,6,7,2000
Me,5,5,-1,-1,-1,-1,0
Enemy,-1,-1,2,7,4,7,2000
Me,5,6,-1,-1,-1,-1,0
Enemy,-1,-1,6,7,8,7,2000
Me,6,6,-1,-1,-1,-1,0
Enemy,-1,-1,0,7,2,7,2000
Me,6,7,-1,-1,-1,-1,0
Enemy,-1,-1,6,5,6,7,2000
Me,-1,-1,3,5,5,5,0
Enemy,-1,-1,5,5,7,5,2000
Me,4,7,-1,-1,-1,-1,0
Enemy,-1,-1,3,3,3,5,2000
Me,3,7,-1,-1,-1,-1,0
Enemy,-1,-1,3,1,3,3,2000
Me,3,6,-1,-1,-1,-1,0
Enemy,4,7,-1,-1,-1,-1,2000
Me,3,5,-1,-1,-1,-1,0
Enemy,4,6,-1,-1,-1,-1,2000
Me,3,4,-1,-1,-1,-1,0
Enemy,3,6,-1,-1,-1,-1,2000
Me,-1,-1,1,5,3,5,0
Enemy,-1,-1,1,1,3,1,2000
Me,-1,-1,0,2,2,2,0
Enemy,2,6,-1,-1,-1,-1,2000
Me,-1,-1,1,4,1,6,0
Enemy,-1,-1,1,3,3,3,2000
Me,-1,-1,1,6,3,6,0
Enemy,3,6,-1,-1,-1,-1,2000
Me,2,4,-1,-1,-1,-1,0
Enemy,4,6,-1,-1,-1,-1,2000
Me,-1,-1,3,6,5,6,0
Enemy,5,6,-1,-1,-1,-1,2000
Me,1,4,-1,-1,-1,-1,0
Enemy,6,6,-1,-1,-1,-1,2000
Me,1,3,-1,-1,-1,-1,0
Enemy,6,7,-1,-1,-1,-1,2000
Me,2,3,-1,-1,-1,-1,0
Enemy,5,7,-1,-1,-1,-1,2000
Me,3,3,-1,-1,-1,-1,0
Enemy,4,7,-1,-1,-1,-1,2000
Me,3,2,-1,-1,-1,-1,0
Enemy,3,7,-1,-1,-1,-1,2000
Me,2,2,-1,-1,-1,-1,0
Enemy,2,7,-1,-1,-1,-1,2000
Me,1,2,-1,-1,-1,-1,0
Enemy,1,7,-1,-1,-1,-1,2000
Me,1,1,-1,-1,-1,-1,0
Enemy,1,6,-1,-1,-1,-1,2000
Me,2,1,-1,-1,-1,-1,0
Enemy,1,5,-1,-1,-1,-1,2000
Me,3,1,-1,-1,-1,-1,0
Enemy,1,4,-1,-1,-1,-1,2000
Me,4,1,-1,-1,-1,-1,0
Enemy,1,3,-1,-1,-1,-1,2000
Me,4,2,-1,-1,-1,-1,0
Enemy,2,3,-1,-1,-1,-1,2000
Me,4,3,-1,-1,-1,-1,0
Enemy,3,3,-1,-1,-1,-1,2000
Me,4,4,-1,-1,-1,-1,0
Enemy,3,2,-1,-1,-1,-1,2000
Me,4,5,-1,-1,-1,-1,0
Enemy,2,2,-1,-1,-1,-1,2000
Me,5,5,-1,-1,-1,-1,0
Enemy,1,2,-1,-1,-1,-1,2000
Me,6,5,-1,-1,-1,-1,2
Enemy,1,1,-1,-1,-1,-1,1
Me,-1,-1,-1,-1,-1,-1,2
