player,newLoc_x,newLoc_y,newBar_start_x,newBar_start_y,newBar_stop_x,newBar_stop_y,status
Enemy,5,2,-1,-1,-1,-1,2000
Me,5,8,-1,-1,-1,-1,0
Enemy,5,3,-1,-1,-1,-1,2000
Me,5,7,-1,-1,-1,-1,0
Enemy,-1,-1,4,2,6,2,2000
Me,5,6,-1,-1,-1,-1,0
Enemy,-1,-1,2,2,4,2,2000
Me,5,5,-1,-1,-1,-1,0
Enemy,-1,-1,6,2,8,2,2000
Me,-1,-1,3,3,5,3,0
Enemy,-1,-1,0,2,2,2,2000
Me,-1,-1,5,1,5,3,0
Enemy,4,3,-1,-1,-1,-1,2000
Me,-1,-1,1,3,3,3,0
Enemy,3,3,-1,-1,-1,-1,2000
Me,5,4,-1,-1,-1,-1,0
Enemy,-1,-1,5,3,5,5,2000
Me,-1,-1,0,6,2,6,0
Enemy,-1,-1,3,4,5,4,2000
Me,4,4,-1,-1,-1,-1,0
Enemy,-1,-1,1,4,3,4,2000
Me,3,4,-1,-1,-1,-1,0
Enemy,-1,-1,5,5,5,7,2000
Me,2,4,-1,-1,-1,-1,0
Enemy,2,3,-1,-1,-1,-1,2000
Me,1,4,-1,-1,-1,-1,0
Enemy,1,3,-1,-1,-1,-1,2000
Me,1,5,-1,-1,-1,-1,0
Enemy,1,4,-1,-1,-1,-1,2000
Me,2,5,-1,-1,-1,-1,0
Enemy,1,5,-1,-1,-1,-1,2000
Me,3,5,-1,-1,-1,-1,0
Enemy,1,6,-1,-1,-1,-1,2000
Me,-1,-1,1,5,1,7,0
Enemy,1,5,-1,-1,-1,-1,2000
Me,4,5,-1,-1,-1,-1,0
Enemy,2,5,-1,-1,-1,-1,2000
Me,-1,-1,2,6,4,6,0
Enemy,3,5,-1,-1,-1,-1,2000
Me,5,5,-1,-1,-1,-1,0
Enemy,-1,-1,3,5,5,5,2000
Me,4,5,-1,-1,-1,-1,0
Enemy,3,6,-1,-1,-1,-1,2000
Me,3,5,-1,-1,-1,-1,0
Enemy,4,6,-1,-1,-1,-1,2000
Me,3,6,-1,-1,-1,-1,0
Enemy,5,6,-1,-1,-1,-1,2000
Me,4,6,-1,-1,-1,-1,0
Enemy,5,7,-1,-1,-1,-1,2000
Me,-1,-1,3,7,5,7,0
Enemy,4,7,-1,-1,-1,-1,2000
Me,5,6,-1,-1,-1,-1,0
Enemy,3,7,-1,-1,-1,-1,2000
Me,5,7,-1,-1,-1,-1,0
Enemy,3,8,-1,-1,-1,-1,2000
Me,4,7,-1,-1,-1,-1,2
Enemy,3,9,-1,-1,-1,-1,1
Me,-1,-1,-1,-1,-1,-1,2
